transaction_id,transaction_datetime,branch_id,member_id,member_tier,channel,product_category,quantity,unit_price,discount_amount,total_amount,payment_method,satisfaction_score
T000825,2025-11-09 09:11,B07,,,Mobile App,Coffee,1,120,0.00,120.00,Credit Card,
T000826,2025-11-09 09:17,B07,M0209,Bronze,App,Bakery,2,95,0.00,190.00,Credit Card,
T000827,2025-11-09 12:09,B04,,,App,Merchandise,2,795,0.00,1590.00,App Wallet,
T000828,2025-11-09 12:41,B6,M0325,Gold,App,Tea,1,65,13.00,52.00,App Wallet,
T000829,2025-11-09 13:07,B07,M0017,Bronze,In-store,Merchandise,4,250,0.00,1000.00,Cash,
T000830,2025-11-09 13:28,B08,M9217,BRONZE,Delivery,Coffee,4,95,0.00,380.00,Cash,
T000831,2025-11-09 14:10,B05,,,App,Merchandise,2,725,0.00,1450.00,App Wallet,
T000832,2025-11-09 14:50,B07,M0289,Bronze,In-store,Tea,1,80,4.00,76.00,QR PromptPay,3
T000833,2025-11-09 15:08,B03,,,Delivery,Coffee,2,75,0.00,150.00,Credit Card,
T000834,2025-11-09 17:34,B01,,,In-store,Bakery,3,45,0.00,135.00,QR PromptPay,
T000835,2025-11-09 19:39,B07,,,In-store,Bakery,1,100,0.00,100.00,QR PromptPay,
T000836,2025-11-09 19:57,B02,M0274,Gold,In-store,Coffee,2,105,0.00,210.00,Credit Card,
T000837,2025-11-10 07:33,B08,M0063,Platinum,In-store,Coffee,3,55,33.00,132.00,Cash,
T000838,2025-11-10 07:41,B08,,,App,Coffee,3,90,0.00,270.00,Credit Card,4
T000839,2025-11-10 07:51,B08,M0187,Silver,In store,Tea,1,55,0.00,55.00,QR PromptPay,
T000840,2025-11-10 08:11,B05,M0158,Silver,In-store,Coffee,1,60,0.00,60.00,QR PromptPay,3
T000841,2025-11-10 08:23,B08,M0145,Silver,In-store,Coffee,2,105,0.00,210.00,Cash,
T000842,2025-11-10 08:33,B08,,,In-store,Coffee,1,110,0.00,110.00,QR PromptPay,
T000843,2025-11-10 08:54,B03,M0045,Bronze,Delivery,Tea,1,80,0.00,80.00,Cash,
T000844,2025-11-10 08:57,B06,M0042,Gold,Delivery,Bakery,2,45,0.00,90.00,Cash,
T000845,2025-11-10 09:09,B02,,,In-store,Coffee,1,75,0.00,75.00,Cash,4
T000846,2025-11-10 09:29,B05,,,In-store,Coffee,2,110,0.00,220.00,QR PromptPay,
T000847,2025-11-10 09:30,B07,,,In-store,Bakery,1,110,0.00,110.00,QR PromptPay,
T000848,2025-11-10 09:56,B03,M0272,Silver,In-store,Bakery,3,45,0.00,135.00,QR PromptPay,4
T000849,2025-11-10 10:44,B06,,,In-store,Coffee,1,85,0.00,85.00,QR PromptPay,
T000850,2025-11-10 11:22,B02,M0308,Bronze,Delivery,Bakery,1,55,0.00,55.00,QR PromptPay,5
T000851,2025-11-10 11:43,B04,M0090,Platinum,App,Bakery,4,70,56.00,224.00,Credit Card,5
T000852,2025-11-10 12:01,B06,M0313,Bronze,Delivery,Coffee,2,110,0.00,220.00,Credit Card,
T000853,2025-11-10 12:17,B05,,,Delivery,Coffee,4,110,0.00,440.00,Cash,4
T000854,2025-11-10 13:49,B04,M0228,Bronze,In-store,Coffee,2,60,0.00,120.00,Cash,
T000855,2025-11-10 15:27,B08,M0187,Silver,App,Coffee,1,105 THB,0.00,105.00,App Wallet,5
T000856,2025-11-10 16:36,b04,M0288,Bronze,APP,Coffee,2,70,0.00,140.00,App Wallet,
T000857,2025-11-10 16:47,B07,M0065,Gold,In-store,Coffee,1,100,0.00,100.00,Credit Card,
T000857,2025-11-10 18:11,B07,M0065,Gold,In-store,Coffee,-1,100,-0.00,-100.00,Credit Card,
T000858,2025-11-10 18:24,B06,,,In-store,Coffee,4,80,0.00,320.00,Credit Card,
T000858,2025-11-10 18:24,B06,,,In-store,Coffee,4,80,0.00,320.00,Credit Card,
T000859,2025-11-10 19:02,B04,M9632,Silver,In-store,Bakery,2,85,0.00,170.00,Credit Card,
T000860,2025-11-11 07:10,B01,,,Instore,Coffee,2,80,0.00,160.00,Cash,
T000861,2025-11-11 07:22,B07,M0148,Silver,In-store,Coffee,1,90,13.50,76.50,Credit Card,3
T000862,2025-11-11 07:29,B08,M0164,Gold,In-store,Coffee,2,95,38.00,152.00,QR PromptPay,
T000863,2025-11-11 08:07,B08,M0268,Silver,In-store,Coffee,1,60,0.00,60.00,QR PromptPay,4
T000864,2025-11-11 08:14,B02,M0243,Bronze,In-store,Bakery,1,45,0.00,45.00,QR PromptPay,
T000865,2025-11-11 08:24,B07,M0079,Silver,delivery,Coffee,1,55,5.50,49.50,Credit Card,5
T000866,2025-11-11 08:28,B02,,,In-store,Coffee,1,65,0.00,65.00,Cash,
T000867,2025-11-11 08:28,B02,M0011,Gold,In-store,Coffee,1,105,0.00,105.00,Cash,
T000868,2025-11-11 08:51,B03,M0069,Silver,App,Coffee,1,65,9.75,55.25,Credit Card,
T000869,2025-11-11 11:05,B04,M0037,Bronze,In-store,Coffee,2,70,0.00,230.00,Credit Card,5
T000870,2025-11-11 11:10,B04,M0323,Gold,In-store,Coffee,1,65,0.00,65.00,Credit Card,
T000871,2025-11-11 11:15,B06,,,In-store,Coffee,2,120,0.00,240.00,Credit Card,4
T000872,2025-11-11 11:15,B01,M0186,Platinum,App,Coffee,1,65,6.50,58.50,Credit Card,
T000873,2025-11-11 11:37,B02,M0130,Bronze,In-store,Coffee,1,100,5.00,95.00,Cash,
T000874,2025-11-11 11:56,B05,M0122,Silver,Delivery,Coffee,1,90,0.00,90.00,QR PromptPay,4
T000875,2025-11-11 12:09,B02,,,In-store,Bakery,3,65,0.00,195.00,QR PromptPay,
T000876,2025-11-11 12:24,B07,M0270,Bronze,In-store,Bakery,1,70,0.00,70.00,Cash,4
T000877,2025-11-11 13:23,B02,M0308,bronze,In-store,Bakery,3,100,0.00,300.00,QR PromptPay,
T000878,2025-11-11 13:24,B01,M0069,Silver,App,Coffee,1,100,0.00,100.00,Credit Card,
T000879,2025-11-11 13:35,B05,M0063,Platinum,In-store,Bakery,3,50,15.00,135.00,QR PromptPay,
T000880,2025-11-11 13:51,B03,M0027,Bronze,In-store,Coffee,1,55,0.00,55.00,Cash,
T000881,2025-11-11 13:54,B01,,,In-store,Coffee,2,90,0.00,180.00,Cash,
T000882,2025-11-11 14:40,B03,M0217,Silver,In-store,Coffee,1,100,20.00,80.00,Cash,
T000883,2025-11-11 15:26,B08,M0181,Bronze,In-store,Merchandise,2,785,0.00,1570.00,QR PromptPay,
T000884,2025-11-11 16:59,B03,M0261,Bronze,Delivery,Coffee,1,115,0.00,115.00,QR PromptPay,2
T000885,2025-11-11 17:03,B4,M0090,Platinum,In-store,Tea,3,90,54.00,216.00,QR PromptPay,
T000886,2025-11-11 17:38,B01,M0253,Bronze,In-store,Tea,1,90,0.00,90.00,QR PromptPay,
T000887,2025-11-11 17:44,B03,,,In-store,Coffee,1,55,0.00,55.00,Cash,
T000888,2025-11-11 18:36,B01,,,In-store,Coffee,2,60,0.00,120.00,Credit Card,3
T000889,2025-11-11 18:54,B05,M0115,Silver,In-store,Coffee,2,115,46.00,184.00,Credit Card,
T000890,2025-11-11 18:55,B01,M0321,Bronze,In-store,Bakery,1,100,0.00,100.00,Credit Card,4
T000891,2025-11-11 19:34,B02,,,In-store,Bakery,2,70,0.00,140.00,QR PromptPay,
T000892,2025-11-12 09:25,B06,,,App,Coffee,1,60,0.00,60.00,Credit Card,4
T000893,2025-11-12 10:04,B08,,,App,Coffee,1,65,0.00,65.00,App Wallet,4
T000894,2025-11-12 12:06,B07,,,Delivery,Coffee,1,55,0.00,55.00,Credit Card,
T000895,2025-11-12 12:33,B01,M0086,Gold,In-store,Coffee,2,95,0.00,190.00,Cash,
T000896,2025-11-12 12:47,B08,,,In-store,Coffee,1,95,0.00,95.00,Cash,3
T000897,2025-11-12 13:19,B03,M0097,Bronze,Delivery,Coffee,2,115,0.00,230.00,Cash,
T000898,2025-11-12 13:32,B03,M0150,Bronze,App,Bakery,2,70,0.00,140.00,Credit Card,
T000899,2025-11-12 14:50,B03,,,In-store,Coffee,1,90,0.00,90.00,Cash,4
T000900,2025-11-12 15:24,B05,,,In-store,Coffee,4,90,0.00,360.00,Cash,3
T000901,2025-11-12 15:40,B08,M0291,Bronze,In-store,Bakery,3,90,0.00,270.00,Credit Card,
T000902,2025-11-12 18:03,B04,M0256,silver,In-store,Coffee,3,110,0.00,330.00,QR PromptPay,5
T000903,2025-11-12 18:37,B02,M0054,Silver,In-store,Coffee,2,105,0.00,210.00,QR PromptPay,
T000904,2025-11-12 18:55,B06,,,Delivery,Bakery,2,90,0.00,180.00,Credit Card,
T000905,2025-11-12 19:07,B04,M0217,Silver,In-store,Bakery,3,90,54.00,216.00,Credit Card,
T000906,2025-11-12 19:29,B01,,,In-store,Coffee,1,60,0.00,60.00,Cash,
T000907,2025-11-12 19:37,B03,M0186,Platinum,App,Bakery,2,50,10.00,90.00,Credit Card,
T000908,2025-11-13 09:26,B04,M0153,Silver,App,Merchandise,1,835,125.25,709.75,Credit Card,
T000909,2025-11-13 09:33,B03,,,In store,Tea,1,60,0.00,60.00,QR PromptPay,
T000910,2025-11-13 12:29,B05,,,App,Bakery,2,100,0.00,200.00,App Wallet,
T000911,2025-11-13 12:38,B05,,,App,Bakery,1,75,0.00,75.00,Credit Card,4
T000912,2025-11-13 12:55,B05,,,In-store,Tea,1,60,0.00,60.00,Credit Card,
T000913,2025-11-13 13:03,B01,M0039,Silver,In-store,Coffee,1,95,0.00,95.00,QR PromptPay,4
T000914,2025-11-13 13:22,B07,M0245,Gold,In-store,Merchandise,1,300,45.00,255.00,Credit Card,
T000915,2025-11-13 13:42,B03,M0031,Silver,App,Coffee,2,85,0.00,170.00,App Wallet,
T000916,2025-11-13 13:54,B03,M0272,Silver,In-store,Merchandise,2,775,0.00,1550.00,Cash,
T000917,2025-11-13 13:55,B03,M0272,Silver,App,Coffee,1,95,0.00,95.00,App Wallet,
T000918,2025-11-13 14:26,B07,M0100,Bronze,Delivery,Coffee,1,110,11.00,99.00,Cash,
T000919,2025-11-13 14:41,B01,M0294,Bronze,App,Merchandise,1,505,0.00,505.00,Credit Card,
T000920,2025-11-13 15:04,B8,M0130,Brz,App,Coffee,2,55,0.00,110.00,Credit Card,3
T000921,2025-11-13 15:07,B07,M0210,Bronze,Delivery,Coffee,2,85,0.00,170.00,QR PromptPay,
T000922,2025-11-13 16:18,B03,M0186,Platinum,App,Tea,2,60,12.00,108.00,Credit Card,
T000923,2025-11-13 16:23,B01,,,In-store,Coffee,2,105,0.00,210.00,Cash,
T000923,2025-11-13 16:23,B01,,,In-store,Coffee,2,105,0.00,210.00,Cash,
T000924,2025-11-13 17:00,B05,M0091,Bronze,App,Coffee,1,75,0.00,75.00,Credit Card,
T000925,2025-11-13 17:10,B02,M0143,Bronze,In-store,Coffee,4,75,0.00,300.00,Cash,
T000926,2025-11-13 18:19,B02,M0325,Gold,In store,Coffee,1,95,14.25,80.75,QR PromptPay,
T000927,2025-11-13 18:42,B05,M0245,Gold,In-store,Coffee,3,95,0.00,285.00,Cash,4
T000928,2025-11-13 19:12,B06,,,In-store,Merchandise,1,735,0.00,735.00,Cash,
T000929,2025-11-13 19:25,B08,M0095,Bronze,In-store,Bakery,4,80,48.00,272.00,Credit Card,
T000930,2025-11-14 07:47,B06,,,In-store,Merchandise,1,360,0.00,360.00,QR PromptPay,
T000931,2025-11-14 08:00,B08,M0090,Platinum,In-store,Bakery,2,105,0.00,210.00,Cash,
T000932,2025-11-14 08:03,B01,M0312,Bronze,In-store,Merchandise,1,455,0.00,455.00,Cash,
T000933,2025-11-14 08:38,B02,,,In-store,Bakery,2,110,0.00,220.00,Cash,
T000934,2025-11-14 09:10,B06,,,In-store,Merchandise,2,335,0.00,670.00,Credit Card,3
T000935,2025-11-14 09:15,B07,,,Delivery,Coffee,1,85,0.00,85.00,Cash,3
T000936,2025-11-14 10:59,B01,M0186,Platinum,In-store,Coffee,1,90,0.00,90.00,QR PromptPay,3
T000937,2025-11-14 11:29,B02,M0175,silver,Delivery,Coffee,1,60,9.00,51.00,QR PromptPay,2
T000938,2025-11-14 12:05,B05,M0063,Platinum,In-store,Bakery,1,100,5.00,95.00,QR PromptPay,
T000939,2025-11-14 12:09,B08,,,In-store,Bakery,2,95,0.00,190.00,QR PromptPay,
T000940,2025-11-14 12:46,B02,,,Delivery,Bakery,1,85,0.00,85.00,Credit Card,
T000941,2025-11-14 13:05,B03,,,Delivery,Coffee,2,85,0.00,170.00,Credit Card,4
T000942,2025-11-14 13:45,B03,M0107,Gold,Delivery,Coffee,4,110,88.00,352.00,Cash,
T000943,2025-11-14 15:45,B05,M0281,Bronze,App,Bakery,2,110,0.00,220.00,Credit Card,4
T000944,2025-11-14 16:13,B07,M0025,Bronze,In store,Bakery,1,85,0.00,85.00,QR PromptPay,3
T000945,2025-11-14 17:23,B06,M0090,Platinum,In-store,Bakery,1,105,21.00,84.00,QR PromptPay,
T000946,2025-11-14 17:31,B02,M0200,Gld,In-store,Coffee,4,95,57.00,323.00,Cash,
T000947,2025-11-14 18:47,B03,,,Delivery,Bakery,1,85,0.00,85.00,Credit Card,
T000948,2025-11-15 07:00,B05,,,In-store,Tea,1,60,0.00,60.00,Credit Card,4
T000949,2025-11-15 07:40,B01,,,In-store,Merchandise,1,505,0.00,505.00,Credit Card,
T000950,2025-11-15 08:09,B02,,,In-store,Bakery,4,65,0.00,260.00,Credit Card,
T000951,2025-11-15 10:15,B05,M0088,Silver,In-store,Coffee,1,115,0.00,115.00,Cash,4
T000952,2025-11-15 10:22,B07,M0273,Gold,Delivery,Bakery,2,80,0.00,160.00,QR PromptPay,
T000953,2025-11-15 11:05,B01,,,App,Coffee,4,105,0.00,420.00,App Wallet,
T000954,2025-11-15 12:05,B02,M9632,Gold,In-store,Merchandise,1,350,17.50,332.50,Credit Card,
T000955,2025-11-15 12:46,B08,M0164,Gold,In-store,Coffee,4,120,0.00,480.00,QR PromptPay,
T000956,2025-11-15 12:47,B05,M0091,Bronze,In-store,Coffee,3,70,0.00,210.00,Cash,
T000957,2025-11-15 12:58,B07,,,App,Coffee,4,120,0.00,480.00,App Wallet,
T000958,2025-11-15 13:11,B02,M0308,Brz,Delivery,Bakery,3,70,0.00,210.00,Cash,
T000959,2025-11-15 13:24,B02,M0178,Silver,In-store,Coffee,2,120,0.00,240.00,QR PromptPay,
T000960,2025-11-15 13:47,B07,M0073,Gold,App,Coffee,2,65,0.00,130.00,Credit Card,4
T000961,2025-11-15 14:37,B08,M0280,Silver,In-store,Coffee,3,80,48.00,192.00,Cash,
T000962,2025-11-15 15:00,B01,M0091,Bronze,In-store,Tea,4,80,32.00,248.00,Cash,
T000963,2025-11-15 15:26,B07,,,In-store,Bakery,1,45,0.00,45.00,QR PromptPay,
T000964,2025-11-15 15:56,B07,M0105,Bronze,App,Coffee,1,110,0.00,110.00,App Wallet,5
T000965,2025-11-15 15:59,B08,M0032,Silver,In-store,Merchandise,1,580,0.00,580.00,QR PromptPay,4
T000966,2025-11-15 16:01,B06,M0145,Silver,In-store,Tea,1,70,0.00,70.00,Credit Card,4
T000967,2025-11-15 16:21,B06,,,Instore,Bakery,2,95,0.00,190.00,Cash,
T000968,2025-11-15 16:21,B07,,,In-store,Merchandise,1,540,0.00,540.00,QR PromptPay,
T000969,2025-11-15 19:06,B08,M0223,Bronze,Delivery,Merchandise,4,295,59.00,1121.00,QR PromptPay,
T000970,2025-11-16 07:21,B07,,,In-store,Coffee,2,110,0.00,220.00,Cash,3
T000971,2025-11-16 08:18,B06,,,In-store,Tea,1,65,0.00,65.00,QR PromptPay,
T000972,2025-11-16 08:18,B07,M0128,Bronze,In-store,Tea,4,60,0.00,240.00,Credit Card,
T000973,2025-11-16 08:34,B06,,,Delivery,Coffee,3,90,0.00,270.00,QR PromptPay,
T000974,2025-11-16 08:34,B05,M0091,Bronze,app,Coffee,1,60,0.00,60.00,App Wallet,3
T000975,2025-11-16 08:45,B01,M0071,Silver,In-store,Coffee,1,110,16.50,93.50,Cash,
T000976,2025-11-16 09:24,B04,M0179,Platinum,In-store,Coffee,4,95,38.00,342.00,Cash,
T000977,2025-11-16 10:31,B01,M0186,Platinum,App,Coffee,1,60,12.00,48.00,Credit Card,
T000978,2025-11-16 11:28,B08,M0268,Silver,App,Coffee,1,100,0.00,100.00,App Wallet,
T000979,2025-11-16 11:47,B01,M0082,Gold,In-store,Coffee,2,120,48.00,192.00,Credit Card,4
T000980,2025-11-16 12:15,B01,M0253,Bronze,App,Coffee,2,105,10.50,199.50,App Wallet,4
T000981,2025-11-16 12:23,B05,,,In-store,Coffee,2,65,0.00,130.00,QR PromptPay,
T000982,2025-11-16 12:25,B01,M0186,Platinum,In-store,Coffee,2,70,0.00,140.00,Credit Card,4
T000983,2025-11-16 12:40,B02,M0235,Silver,Delivery,Tea,4,75,0.00,300.00,Cash,5
T000984,2025-11-16 12:45,B05,,,In-store,Tea,2,70,0.00,140.00,QR PromptPay,
T000985,2025-11-16 13:29,B04,M0304,Gold,in-store,Coffee,1,100,0.00,100.00,Credit Card,
T000986,2025-11-16 13:33,B08,M0313,Bronze,In-store,Coffee,1,85,8.50,76.50,Cash,
T000987,2025-11-16 14:36,B05,,,Delivery,Tea,4,65,0.00,260.00,QR PromptPay,
T000988,2025-11-16 14:48,b02,M0200,Gold,Delivery,Coffee,2,70,0.00,140.00,QR PromptPay,
T000989,2025-11-16 15:12,B05,M0291,Bronze,App,Coffee,1,115,0.00,115.00,App Wallet,
T000990,2025-11-16 15:32,B03,M0108,Gold,Delivery,Coffee,4,80 THB,32.00,288.00,QR PromptPay,3
T000991,2025-11-16 15:33,B05,M0138,Silver,In-store,Bakery,2,95,0.00,190.00,QR PromptPay,
T000992,2025-11-16 15:40,B02,,,Instore,Bakery,2,65,0.00,130.00,QR PromptPay,
T000993,2025-11-16 16:28,B05,M0083,Gold,In-store,Bakery,1,80,8.00,72.00,Credit Card,
T000994,2025-11-16 16:41,B04,M0323,Gold,App,Coffee,4,100,40.00,360.00,App Wallet,
T000995,2025-11-16 17:11,B01,M0197,Silver,In-store,Coffee,2,115,0.00,230.00,QR PromptPay,
T000996,2025-11-16 18:05,B06,M0232,Bronze,In-store,Tea,2,65,26.00,104.00,Credit Card,3
T000997,2025-11-16 18:08,B03,M0085,Silver,In-store,Coffee,1,90,0.00,90.00,QR PromptPay,
T000998,2025-11-16 19:07,B04,M0206,Silver,In-store,Coffee,2,60,0.00,120.00,QR PromptPay,5
T000999,2025-11-17 08:13,B08,M0083,Gold,App,Tea,1,90,13.50,76.50,Credit Card,
T001000,2025-11-17 08:31,B05,M0011,Gold,In-store,Coffee,1,75,15.00,60.00,Cash,5
T001001,2025-11-17 08:33,B06,,,In-store,Coffee,4,100,0.00,400.00,QR PromptPay,
T001002,2025-11-17 08:45,B02,M0144,Gold,App,Coffee,1,115,5.75,109.25,Credit Card,
T001003,2025-11-17 08:46,B05,M0178,Silver,In-store,Coffee,3,110,33.00,297.00,Credit Card,4
T001004,2025-11-17 09:37,B08,M0129,Slvr,In-store,Coffee,1,55,0.00,55.00,Credit Card,4
T001005,2025-11-17 12:02,B05,,,App,Coffee,2,70,0.00,140.00,Credit Card,
T001006,2025-11-17 12:18,B08,M0164,Gold,In-store,Tea,1,60,12.00,48.00,Credit Card,5
T001007,2025-11-17 12:22,B01,,,In-store,Bakery,1,80,0.00,80.00,Cash,
T001008,2025-11-17 12:24,B07,,,App,Coffee,1,115,0.00,115.00,Credit Card,
T001009,2025-11-17 12:35,B03,M0261,Bronze,Delivery,Coffee,3,55,0.00,165.00,QR PromptPay,
T001010,2025-11-17 12:50,B01,M0022,Silver,In-store,Bakery,4,75,30.00,270.00,Cash,
T001011,2025-11-17 13:13,B01,M0145,silver,App,Coffee,1,95,0.00,95.00,App Wallet,3
T001012,2025-11-17 15:07,B07,M0079,Silver,In-store,Coffee,1,105,0.00,105.00,QR PromptPay,
T001013,2025-11-17 16:52,B04,M0181,Bronze,App,Coffee,1,฿75.00,0.00,75.00,App Wallet,5
T001014,2025-11-17 17:47,B07,,,Delivery,Coffee,4,110,0.00,440.00,Credit Card,
T001015,2025-11-17 18:40,B06,M0276,Gold,Delivery,Bakery,1,65,6.50,58.50,Cash,
T001016,2025-11-18 07:32,B06,M0180,Slvr,In-store,Coffee,4,85,0.00,340.00,Cash,3
T001017,2025-11-18 07:35,B05,M0091,Bronze,APP,Coffee,1,105,0.00,105.00,App Wallet,5
T001018,2025-11-18 08:32,B02,,,App,Coffee,3,110,0.00,330.00,Credit Card,4
T001019,2025-11-18 08:32,B01,M0063,Plat.,In-store,Coffee,4,85,0.00,340.00,Credit Card,
T001020,2025-11-18 09:01,B08,M0182,Silver,In-store,Tea,3,50,0.00,150.00,Cash,
T001021,2025-11-18 10:27,B04,M0153,Silver,App,Coffee,1,115,0.00,115.00,Credit Card,
T001022,2025-11-18 11:03,B06,M0154,Bronze,Delivery,Coffee,1,110,0.00,110.00,Cash,5
T001023,2025-11-18 11:49,B03,M0085,Silver,Delivery,Coffee,1,95,0.00,95.00,QR PromptPay,4
T001024,2025-11-18 12:17,B04,M0024,Silver,In-store,Coffee,2,65,0.00,130.00,Credit Card,3
T001025,2025-11-18 13:01,B03,M0138,Silver,In-store,Coffee,2,65,13.00,117.00,Credit Card,
T001026,2025-11-18 13:08,B01,M0084,Silver,App,Coffee,2,100,20.00,180.00,Credit Card,4
T001027,2025-11-18 14:08,B05,,,In-store,Coffee,2,90,0.00,180.00,QR PromptPay,4
T001028,2025-11-18 14:28,B01,,,In-store,Coffee,2,110,0.00,220.00,Credit Card,5
T001029,2025-11-18 15:00,B05,M0098,Gold,In-store,Coffee,1,115,0.00,115.00,QR PromptPay,
T001030,2025-11-18 16:01,B03,,,In-store,Merchandise,4,415,0.00,1660.00,QR PromptPay,
T001031,2025-11-18 16:06,B05,M0178,Slvr,App,Bakery,2,100,0.00,200.00,Credit Card,
T001032,2025-11-18 16:34,B04,,,In-store,Bakery,1,50,0.00,50.00,Credit Card,3
T001033,2025-11-18 16:58,B03,M0085,Silver,In-store,Coffee,4,120,0.00,480.00,QR PromptPay,
T001034,2025-11-18 18:22,B04,M0256,Silver,delivery,Tea,2,80,0.00,160.00,Credit Card,4
T001035,2025-11-18 18:36,B02,M0204,Gold,App,Coffee,1,70,0.00,70.00,Credit Card,
T001036,2025-11-18 19:07,B08,M0006,Gold,Instore,Coffee,1,95,19.00,76.00,QR PromptPay,3
T001037,2025-11-18 19:24,B05,,,In-store,Coffee,4,70,0.00,280.00,QR PromptPay,
T001038,2025-11-18 19:33,B04,,,In-store,Bakery,1,80,0.00,80.00,Cash,
T001036,2025-11-18 19:34,B08,M0006,Gold,In-store,Coffee,-1,95,-19.00,-76.00,QR PromptPay,
T001039,2025-11-18 19:36,B08,M0067,Bronze,App,Coffee,1,105,0.00,105.00,App Wallet,
T001040,2025-11-19 07:08,B06,,,In-store,Coffee,2,110,0.00,220.00,Cash,
T001041,2025-11-19 07:32,B06,M0170,Bronze,Delivery,Coffee,4,55,0.00,220.00,Credit Card,
T001042,2025-11-19 08:00,B01,,,In-store,Coffee,2,80,0.00,160.00,Cash,5
T001043,2025-11-19 08:03,B03,M0031,Silver,In-store,Tea,1,50,0.00,50.00,QR PromptPay,
T001044,2025-11-19 08:04,B08,M0280,Silver,In-store,Bakery,1,50,0.00,50.00,QR PromptPay,
T001045,2025-11-19 08:18,B03,M0097,Bronze,App,Coffee,3,110,0.00,330.00,App Wallet,
T001046,2025-11-19 08:38,B2,,,In-store,Coffee,1,100,0.00,100.00,Credit Card,
T001047,2025-11-19 08:46,B02,M0228,Bronze,In-store,Bakery,1,60,0.00,60.00,Cash,
T001048,2025-11-19 09:28,B08,,,Delivery,Bakery,1,75,0.00,75.00,QR PromptPay,
T001049,2025-11-19 09:37,B03,M0282,Bronze,App,Coffee,4,70,0.00,280.00,App Wallet,
T001050,2025-11-19 09:46,B07,M0100,Bronze,In-store,Coffee,2,110,0.00,220.00,Cash,
T001051,2025-11-19 11:27,B06,M0191,Bronze,Delivery,Coffee,1,105,21.00,84.00,QR PromptPay,4
T001052,2025-11-19 11:38,B04,,,Delivery,Tea,3,80,0.00,240.00,QR PromptPay,
T001053,2025-11-19 12:03,B05,M0091,Bronze,In-store,Coffee,3,90,27.00,243.00,QR PromptPay,
T001054,2025-11-19 12:06,B05,M0216,Gold,Delivery,Coffee,1,55,11.00,44.00,Cash,
T001055,2025-11-19 12:12,B08,,,In-store,Coffee,1,100,0.00,100.00,Credit Card,4
T001056,2025-11-19 12:34,B01,M0060,Brz,In-store,Coffee,1,60,0.00,60.00,Cash,
T001057,2025-11-19 13:26,B01,,,In-store,Bakery,2,60,0.00,120.00,QR PromptPay,
T001058,2025-11-19 13:36,B04,M0291,Bronze,Delivery,Tea,1,80,0.00,80.00,Credit Card,3
T001059,2025-11-19 14:07,B02,M0144,Gold,In-store,Merchandise,3,880,0.00,2640.00,Cash,
T001060,2025-11-19 14:08, B08,M0278,Bronze,In-store,Coffee,3,65,0.00,195.00,Credit Card,
T001061,2025-11-19 15:39,B07,M0139,BRONZE,In-store,Merchandise,2,435,0.00,830.00,Cash,
T001062,2025-11-19 16:42,B07,M0073,Gold,In-store,Merchandise,1,645,0.00,645.00,Credit Card,2
T001063,2025-11-19 17:32,B07,,,App,Merchandise,2,820,0.00,1640.00,App Wallet,
T001064,2025-11-20 07:25,B05,,,In-store,Bakery,4,55,0.00,220.00,Cash,4
T001065,2025-11-20 07:45,B05,M0091,Bronze,In-store,Coffee,2,100,0.00,200.00,Credit Card,4
T001066,2025-11-20 08:41,B04,,,Delivery,Bakery,2,110,0.00,220.00,Cash,3
T001067,2025-11-20 09:56,B06,M0226,Brz,In-store,Bakery,2,90,0.00,180.00,QR PromptPay,
T001068,2025-11-20 10:01,B03,,,App,Bakery,1,65,0.00,65.00,App Wallet,
T001069,2025-11-20 10:33,B01,M0060,Bronze,App,Bakery,3,45,0.00,135.00,Credit Card,
T001070,2025-11-20 11:53,B03,M0221,silver,App,Coffee,1,90,0.00,90.00,App Wallet,
T001071,2025-11-20 12:06,B03,M0329,Bronze,Delivery,Tea,1,60,0.00,60.00,QR PromptPay,
T001072,2025-11-20 12:37,B02,M0261,Bronze,In-store,Coffee,3,65,0.00,195.00,Cash,4
T001073,2025-11-20 13:03,B05,,,Delivery,Tea,3,75,0.00,225.00,Credit Card,
T001074,2025-11-20 13:31,B01,M0143,Bronze,Delivery,Coffee,1,120,0.00,120.00,QR PromptPay,4
T001075,2025-11-20 13:49,B01,M0197,Silver,In-store,Coffee,1,55,0.00,55.00,Credit Card,2
T001076,2025-11-20 13:56,B01,M0052,BRONZE,Delivery,Bakery,4,100,0.00,400.00,Credit Card,4
T001077,2025-11-20 14:04,B03,,,In-store,Tea,2,50,0.00,100.00,Cash,
T001078,2025-11-20 14:41,B07,M9632,Gold,App,Coffee,2,120,0.00,240.00,Credit Card,
T001079,2025-11-20 14:59,B03,M9108,Platinum,Delivery,Bakery,1,65,9.75,55.25,Cash,
T001080,2025-11-20 15:02,B06,,,In-store,Coffee,1,70,0.00,70.00,Cash,5
T001081,2025-11-20 15:24,B05,M0158,Silver,In-store,Coffee,2,55,0.00,110.00,QR PromptPay,
T001082,2025-11-20 16:18,B08,,,App,Coffee,2,100,0.00,200.00,App Wallet,3
T001083,2025-11-20 16:23,B02,M0200,Gold,Delivery,Tea,4,80,48.00,272.00,QR PromptPay,
T001084,2025-11-20 17:03,B01,M0194,Bronze,App,Bakery,1,95,0.00,95.00,App Wallet,5
T001085,2025-11-20 17:28,B07,,,In-store,Coffee,4,95,0.00,380.00,QR PromptPay,
